37.49
13.12
13.183
10.733
6.126
20.23
6.88
8.803
7.994
6.014
5.255
9.27
6.945
4.457
4.968
10.429
6.131
9.202
4.264
3.35
6.69
7.451
4.932
4.075
5.43
7.381
2.892
4.339
2.729
3.296
9.107
3.433
3.789
4.203
3.075
4.217
2.963
2.968
3.37
3.404
2.616
2.856
3.448
3.388
2.696
4.671
3.176
3.85
3.558
2.446
3.977
3.909
3.47
2.082
2.627
2.62
4.098
2.267
2.423
2.087
1.995
1.524
3.289
2.503
2.813
1.791
2.283
2.065
2.232
3.096
2.676
1.742
2.509
2.069
2.617
1.887
2.159
2.02
4.337
2.32
2.231
2.723
1.687
2.475
2.099
2.857
2.158
1.44
2.211
1.418
3.933
1.35
1.151
1.272
1.381
2.222
1.666
1.407
1.467
1.6
2.962
1.398
1.102
1.566
1.352
1.238
2.059
1.913
1.4
1.737
1.232
1.948
1.764
1.236
1.423
1.25
1.444
1.73
0.881
1.156
1.168
1.191
0.789
1.522
1.401
0.882
1.981
1.506
0.864
0.562
1.717
0.661
1.269
1.095
1.639
0.632
1.02
1.514
1.07
0.804
0.575
2.07
1.175
1.113
0.98
0.698
2.057
0.87
1.023
1.322
1.368
1.431
0.431
0.971
0.628
0.939
1.203
1.443
1.2
1.088
1.595
0.572
0.502
0.608
0.878
0.65
0.404
0.8
0.59
1.527
0.78
1.09
1.378
0.739
1.048
1.069
0.516
0.51
0.639
1.434
0.512
0.374
0.699
0.829
0.367
0.305
0.457
0.475
2.105
0.212
0.28
0.261
2.11
0.057
2.667
2.333
1.04
